ticker,year,chatgpt_language_index,chatgpt_index_pros,chatgpt_index_cons,rating,review_count,word_count_pros,word_count_cons,POST_CHATGPT,index_quartile
MAA,2018,0.0353780523774863,0.0346913298550977,0.0360647748998748,3.4038461538461537,51,453,705,0,Q2
MAA,2019,0.0693263481959304,0.0773871374931369,0.0612655588987239,3.96875,32,351,337,0,Q4 (High)
MAA,2020,0.0595818042547376,0.0767500653569351,0.0424135431525401,3.6666666666666665,50,343,899,0,Q3
MAA,2021,0.0455470820450159,0.0491231293354861,0.0419710347545458,3.7708333333333335,91,764,1049,0,Q3
MAA,2022,0.049271507294956,0.0584587764005781,0.040084238189334,3.7155172413793114,104,888,1452,0,Q3
MAA,2023,0.0448688741303064,0.0454856416317704,0.0442521066288425,3.51948051948052,67,659,698,1,Q3
MAA,2024,0.045590318103052,0.0685258342213053,0.0226548019847987,3.604395604395605,82,754,1668,1,Q3
MAA,2025,0.0295662374411198,0.0508668263297585,0.0082656485524811,3.651162790697674,40,534,482,1,Q2
MAC,2014,0.038457481224546,0.0496269994196678,0.0272879630294241,3.2222222222222223,9,130,292,0,Q2
MAC,2015,0.1063530723449502,0.1458865456543021,0.0668195990355984,3.375,16,197,326,0,Q4 (High)
MAC,2016,0.0381070876676025,0.0493554611624235,0.0268587141727815,3.095238095238096,21,284,445,0,Q2
MAC,2017,0.0212200378139544,0.0424400756279089,0.0,3.4444444444444446,9,112,154,0,Q2
MAC,2018,0.048595992933071,0.0444931718934953,0.0526988139726467,3.1052631578947367,19,145,329,0,Q3
MAC,2019,0.1013719970074603,0.1408407710399296,0.061903222974991,3.4545454545454546,11,96,133,0,Q4 (High)
MAC,2020,0.0488804957592443,0.0642816419193633,0.0334793495991254,4.333333333333333,15,146,119,0,Q3
MAC,2021,0.0517258836239738,0.1034517672479476,0.0,4.064516129032258,30,205,189,0,Q3
MAC,2022,0.0490379972391171,0.0594050764308942,0.03867091804734,2.8,18,119,321,0,Q3
MAC,2023,0.0810609131714585,0.0896846881193547,0.0724371382235622,4.142857142857143,7,53,55,1,Q4 (High)
MAC,2024,0.0530921954277939,0.0742039628800173,0.0319804279755705,3.6,15,151,139,1,Q3
MAC,2025,0.0669273185172067,0.0,0.1338546370344135,3.333333333333333,6,46,70,1,Q4 (High)
MFA,2020,0.0,0.0,0.0,4.0,1,4,1,0,Q1 (Low)
MFA,2021,0.1929929687458849,0.3859859374917698,0.0,3.0,1,6,4,0,Q4 (High)
MFA,2022,0.0771971874983539,0.1543943749967079,0.0,4.0,2,15,9,0,Q4 (High)
MFA,2023,0.0,0.0,0.0,3.0,1,6,5,1,Q1 (Low)
MFA,2024,0.0296912259609053,0.0593824519218107,0.0,5.0,1,39,6,1,Q2
MPW,2022,0.0,0.0,0.0,5.0,1,3,2,0,Q1 (Low)
MPW,2023,0.0,0.0,0.0,2.0,1,5,3,1,Q1 (Low)
MPW,2024,0.0,0.0,0.0,1.0,3,14,58,1,Q1 (Low)
MPW,2025,0.0,0.0,0.0,2.333333333333333,3,27,51,1,Q1 (Low)
NHI,2021,0.0,0.0,0.0,5.0,1,5,3,0,Q1 (Low)
NNN,2014,0.1650589946090322,0.0,0.3301179892180645,2.5,2,28,39,0,Q4 (High)
NNN,2015,0.0,0.0,0.0,3.0,1,9,32,0,Q1 (Low)
NNN,2021,0.0,0.0,0.0,3.5,2,9,9,0,Q1 (Low)
NNN,2022,0.0,0.0,0.0,3.0,1,12,8,0,Q1 (Low)
NNN,2023,0.0,0.0,0.0,3.0,1,5,5,1,Q1 (Low)
NNN,2025,0.0,0.0,0.0,5.0,1,5,2,1,Q1 (Low)
NREF,2021,0.0524031569579352,0.0763488667566138,0.0284574471592565,3.8,5,91,140,0,Q3
NREF,2022,0.15969751333653,0.0354476881369992,0.2839473385360608,4.25,8,196,65,0,Q4 (High)
NREF,2023,0.0,0.0,0.0,5.0,1,10,5,1,Q1 (Low)
NREF,2024,0.0,0.0,0.0,4.5,2,11,17,1,Q1 (Low)
NREF,2025,0.0,0.0,0.0,4.0,1,8,7,1,Q1 (Low)
NSA,2020,0.2360603362987716,0.0,0.4721206725975433,4.5,2,11,9,0,Q4 (High)
NSA,2021,0.0647036671386862,0.0840473394956959,0.0453599947816765,2.2,5,29,98,0,Q4 (High)
NSA,2022,0.037325171944403,0.0459881668938713,0.0286621769949346,3.230769230769231,13,106,139,0,Q2
NSA,2023,0.0407065917480827,0.0461953830953929,0.0352178004007725,4.35,39,588,360,1,Q2
NSA,2024,0.0236695604234983,0.0473391208469966,0.0,3.612903225806452,31,270,382,1,Q2
NSA,2025,0.0980023282469028,0.1598277275655857,0.0361769289282198,2.333333333333333,9,61,259,1,Q4 (High)
NTST,2022,0.0119377094069619,0.0238754188139239,0.0,5.0,3,97,24,0,Q1 (Low)
NTST,2023,0.1015572018906326,0.2031144037812652,0.0,3.0,2,12,38,1,Q4 (High)
NTST,2024,0.0507786009453163,0.1015572018906326,0.0,5.0,2,24,8,1,Q3
O,2015,0.1634263866683804,0.0,0.3268527733367608,5.0,2,29,13,0,Q4 (High)
O,2016,0.0933017527364169,0.0658749417668968,0.120728563705937,3.5,2,37,33,0,Q4 (High)
O,2017,0.0,0.0,0.0,5.0,4,127,39,0,Q1 (Low)
O,2018,0.0,0.0,0.0,5.0,1,4,3,0,Q1 (Low)
O,2019,0.0524216131881042,0.0,0.1048432263762084,2.0,1,4,38,0,Q3
O,2020,0.0580326867946472,0.1160653735892944,0.0,5.0,3,21,26,0,Q3
O,2021,0.194833991906611,0.081712060405693,0.3079559234075291,3.875,8,88,44,0,Q4 (High)
O,2022,0.0172954431198722,0.0253105532781488,0.0092803329615956,3.7,20,183,479,0,Q2
O,2023,0.0388648864343127,0.0538585029058283,0.0238712699627971,3.857142857142857,7,43,178,1,Q2
O,2024,0.050202003998011,0.0,0.1004040079960221,3.9,10,93,82,1,Q3
O,2025,0.0596143671818764,0.0593824519218107,0.0598462824419421,3.571428571428572,7,39,71,1,Q3
OHI,2014,0.0241241210932356,0.0482482421864712,0.0,3.8333333333333335,5,48,62,0,Q2
OHI,2015,0.0544427898900408,0.0826747731860295,0.0262108065940521,3.125,16,143,152,0,Q3
OHI,2016,0.0364572915068725,0.072914583013745,0.0,3.2916666666666665,24,224,277,0,Q2
OHI,2017,0.0673738429491948,0.061750934503409,0.0729967513949806,3.051282051282051,39,302,351,0,Q4 (High)
OHI,2018,0.0374290917549531,0.0383853418500102,0.036472841659896,3.323529411764706,33,181,233,0,Q2
OHI,2019,0.0373869724031017,0.0603702632693293,0.0144036815368742,3.4204545454545454,86,561,590,0,Q2
OHI,2020,0.0593675483545245,0.0868962750869186,0.0318388216221305,3.308333333333333,117,680,1051,0,Q3
OHI,2021,0.0708128814302279,0.1174783276354348,0.024147435225021,3.7375886524822697,272,1712,1567,0,Q4 (High)
OHI,2022,0.0702478694143718,0.120270790702369,0.0202249481263747,3.753012048192771,312,1929,2081,0,Q4 (High)
OHI,2023,0.061837963455172,0.0918539856971405,0.0318219412132036,3.757575757575758,274,2010,1930,1,Q3
OHI,2024,0.0679300631336126,0.1027084754637167,0.0331516508035084,3.906698564593301,390,3088,2626,1,Q4 (High)
OHI,2025,0.0560921048117782,0.0797785924931233,0.0324056171304331,3.8484848484848486,257,1932,2477,1,Q3
OUT,2014,0.0431921129046952,0.0491367524619216,0.0372474733474687,2.6,13,191,328,0,Q2
OUT,2015,0.0699952624721523,0.0454101102931494,0.0945804146511552,3.272727272727273,10,102,94,0,Q4 (High)
OUT,2016,0.057952517260113,0.0345174234232576,0.0813876110969683,2.8260869565217392,23,254,456,0,Q3
OUT,2017,0.0575077353875058,0.054298584060324,0.0607168867146876,2.870967741935484,31,406,490,0,Q3
OUT,2018,0.0541418812540146,0.0385985937491769,0.0696851687588523,2.333333333333333,15,180,245,0,Q3
OUT,2019,0.051913729988309,0.0177910426669721,0.086036417309646,2.769230769230769,13,137,142,0,Q3
OUT,2020,0.0268926240692552,0.0248811810231868,0.0289040671153237,3.5454545454545454,22,289,315,0,Q2
OUT,2021,0.0547050631208476,0.0536195784247647,0.0557905478169306,3.3902439024390243,39,384,525,0,Q3
OUT,2022,0.0817286503847995,0.163457300769599,0.0,4.0,30,196,222,0,Q4 (High)
OUT,2023,0.0633794528466624,0.0982194263051875,0.0285394793881373,3.7954545454545454,41,330,600,1,Q4 (High)
OUT,2024,0.067892155758772,0.0761347817735395,0.0596495297440045,3.7142857142857135,42,373,530,1,Q4 (High)
OUT,2025,0.0809119379579352,0.0629061593901654,0.0989177165257051,3.3870967741935485,31,240,384,1,Q4 (High)
PDM,2015,0.0,0.0,0.0,4.0,1,10,9,0,Q1 (Low)
PDM,2016,0.0,0.0,0.0,4.0,1,6,10,0,Q1 (Low)
PDM,2017,0.0,0.0,0.0,3.6666666666666665,2,19,22,0,Q1 (Low)
PDM,2018,0.0,0.0,0.0,5.0,1,17,7,0,Q1 (Low)
PDM,2019,0.0,0.0,0.0,2.0,1,17,26,0,Q1 (Low)
PDM,2020,0.0,0.0,0.0,2.6666666666666665,3,30,42,0,Q1 (Low)
PDM,2021,0.095065769406516,0.1901315388130321,0.0,5.0,2,25,17,0,Q4 (High)
PDM,2022,0.0,0.0,0.0,4.0,1,7,10,0,Q1 (Low)
PDM,2024,0.2930231367562331,0.1433748732573637,0.4426714002551025,4.5,2,17,9,1,Q4 (High)
PEB,2015,0.0,0.0,0.0,2.6666666666666665,3,20,55,0,Q1 (Low)
PEB,2016,0.0,0.0,0.0,4.0,1,10,5,0,Q1 (Low)
PEB,2020,0.0,0.0,0.0,3.0,1,6,5,0,Q1 (Low)
PEB,2021,0.0,0.0,0.0,3.0,1,3,3,0,Q1 (Low)
PEB,2022,0.0,0.0,0.0,5.0,1,22,11,0,Q1 (Low)
PEB,2023,0.0,0.0,0.0,4.0,1,5,4,1,Q1 (Low)
PEB,2024,0.0,0.0,0.0,2.0,1,5,3,1,Q1 (Low)
PGRE,2016,0.0,0.0,0.0,4.0,2,29,25,0,Q1 (Low)
PGRE,2017,0.1157957812475309,0.2315915624950619,0.0,3.0,2,10,13,0,Q4 (High)
PGRE,2018,0.0,0.0,0.0,1.0,1,4,12,0,Q1 (Low)
PGRE,2019,0.0,0.0,0.0,2.0,2,6,18,0,Q1 (Low)
PGRE,2021,0.0,0.0,0.0,3.0,2,10,29,0,Q1 (Low)
PGRE,2022,0.0,0.0,0.0,3.333333333333333,6,39,68,0,Q1 (Low)
PGRE,2023,0.0,0.0,0.0,3.0,1,4,5,1,Q1 (Low)
PGRE,2024,0.0,0.0,0.0,5.0,1,6,1,1,Q1 (Low)
PGRE,2025,0.0529863662038083,0.1059727324076166,0.0,3.25,4,23,16,1,Q3
PK,2019,0.0,0.0,0.0,4.0,1,5,4,0,Q1 (Low)
PK,2020,0.0,0.0,0.0,1.0,2,12,16,0,Q1 (Low)
PK,2021,0.2315915624950619,0.4631831249901239,0.0,5.0,0,5,2,0,Q4 (High)
PK,2022,0.0,0.0,0.0,5.0,1,14,2,0,Q1 (Low)
PK,2024,0.0,0.0,0.0,2.6666666666666665,3,13,35,1,Q1 (Low)
PK,2025,0.0284574471592565,0.0,0.0569148943185131,2.25,4,17,70,1,Q2
PLYM,2021,0.2315915624950619,0.4631831249901239,0.0,3.0,1,5,4,0,Q4 (High)
PLYM,2022,0.0,0.0,0.0,1.0,1,4,21,0,Q1 (Low)
PLYM,2024,0.0,0.0,0.0,5.0,1,5,3,1,Q1 (Low)
PLYM,2025,0.0,0.0,0.0,1.0,1,3,31,1,Q1 (Low)
PMT,2014,0.0596804988507565,0.0780566582221208,0.0413043394793921,2.04,25,231,812,0,Q3
PMT,2015,0.0426159729086773,0.0357323201902955,0.049499625627059,2.833333333333333,41,450,948,0,Q2
PMT,2016,0.0294834295664682,0.02500277177772,0.0339640873552163,2.441860465116279,40,453,1355,0,Q2
PMT,2017,0.0415773426173012,0.0385651715964584,0.044589513638144,3.419753086419753,79,1131,1354,0,Q2
PMT,2018,0.0612341481239447,0.0498052888949174,0.0726630073529721,3.136363636363636,42,717,635,0,Q3
PMT,2019,0.028448499431702,0.0287761730402767,0.0281208258231272,3.2063492063492065,61,796,1082,0,Q2
PMT,2020,0.0398318784470914,0.0406172022101001,0.0390465546840826,4.254237288135593,118,1782,1211,0,Q2
PMT,2021,0.0493341378654132,0.0513261537743508,0.0473421219564755,3.579804560260586,296,2780,3731,0,Q3
PMT,2022,0.0505811572030021,0.046091417486944,0.0550708969190603,3.03960396039604,375,3363,6453,0,Q3
PMT,2023,0.0495280635927273,0.0358819938897258,0.0631741332957287,3.0588235294117645,165,1199,2600,1,Q3
PMT,2024,0.0617871592536649,0.069516811754565,0.0540575067527648,2.9510489510489517,135,936,1996,1,Q3
PMT,2025,0.0596808740768105,0.0643384549716667,0.0550232931819543,3.083333333333333,69,536,1082,1,Q3
PSA,2014,0.0363887128164766,0.0247146183627117,0.0480628072702415,2.772727272727273,153,3565,7023,0,Q2
PSA,2015,0.0541883447320977,0.0387841228680793,0.0695925665961161,2.9954337899543377,215,4294,6531,0,Q3
PSA,2016,0.0416824478673855,0.038569730350351,0.0447951653844199,2.941860465116279,167,2932,5826,0,Q2
PSA,2017,0.0404614805494102,0.0258791337267084,0.0550438273721121,3.115107913669065,139,2109,3000,0,Q2
PSA,2018,0.0468680211854946,0.0346158750427618,0.0591201673282273,3.0451612903225804,151,2285,3193,0,Q3
PSA,2019,0.0357172887121969,0.0304005267183963,0.0410340507059974,3.141414141414141,99,1347,2186,0,Q2
PSA,2020,0.0330261581722253,0.0227314917339586,0.0433208246104921,3.16260162601626,122,1324,1593,0,Q2
PSA,2021,0.0395867425276084,0.033606209057169,0.0455672759980478,3.2418604651162792,203,2647,3289,0,Q2
PSA,2022,0.0381631457812572,0.0297345344683894,0.046591757094125,2.84,167,1524,3831,0,Q2
PSA,2023,0.0394746592582806,0.0336587405352475,0.0452905779813137,2.761290322580645,146,1213,2258,1,Q2
PSA,2024,0.0429802616229087,0.0347833257564442,0.0511771974893733,2.7434210526315788,142,1065,2302,1,Q2
PSA,2025,0.0339301032838684,0.0236924590303162,0.0441677475374206,2.63855421686747,79,607,1949,1,Q2
PSTL,2022,2.510533464123204,1.4612375915845737,3.559829336661834,4.0,0,6,5,1,Q4 (High)
RC,2019,0.0,0.0,0.0,1.0,1,6,33,0,Q1 (Low)
RC,2020,0.0827112723196649,0.1654225446393299,0.0,4.0,3,14,19,0,Q4 (High)
RC,2021,0.0290163433973236,0.0580326867946472,0.0,4.0,5,42,26,0,Q2
RC,2022,0.0773382500059653,0.0609343211343795,0.0937421788775511,2.8,5,40,85,0,Q4 (High)
RC,2023,0.2150503308185608,0.4301006616371216,0.0,4.333333333333333,3,15,13,1,Q4 (High)
RC,2024,0.0827112723196649,0.1654225446393299,0.0,4.666666666666667,3,14,17,1,Q4 (High)
RC,2025,0.0,0.0,0.0,2.333333333333333,3,13,13,1,Q1 (Low)
REG,2014,0.0659722688955836,0.1319445377911673,0.0,3.75,8,84,127,0,Q4 (High)
REG,2015,0.0172829524250046,0.0345659048500092,0.0,4.375,8,67,59,0,Q2
REG,2016,0.0214436631939872,0.0428873263879744,0.0,4.444444444444445,9,108,72,0,Q2
REG,2017,0.0604606902234551,0.0858049667826302,0.03511641366428,4.0,10,132,121,0,Q3
REG,2018,0.0982496401032145,0.1964992802064291,0.0,4.0,9,44,48,0,Q4 (High)
REG,2019,0.0641868944071744,0.1283737888143489,0.0,4.0,6,75,65,0,Q4 (High)
REG,2020,0.0827112723196649,0.1654225446393299,0.0,3.8,5,28,71,0,Q4 (High)
REG,2021,0.0594067249871154,0.0544921323517792,0.0643213176224516,3.9375,16,85,128,0,Q3
REG,2022,0.0,0.0,0.0,3.8181818181818175,10,105,85,0,Q1 (Low)
REG,2023,0.0224021319818569,0.0333886691147285,0.0114155948489854,4.090909090909091,11,73,349,1,Q2
REG,2024,0.0533061237273289,0.0204821247510519,0.0861301227036059,4.0,16,119,148,1,Q3
REG,2025,0.0443702413788311,0.0413114041589014,0.0474290785987609,3.625,8,59,84,1,Q3
RHP,2016,0.0620337492745848,0.1240674985491697,0.0,4.333333333333333,3,52,40,0,Q3
RHP,2017,0.0364463066573126,0.0260215238758496,0.0468710894387755,4.0,7,89,85,0,Q2
RHP,2018,0.0412505400887607,0.0691318097000184,0.013369270477503,2.6666666666666665,6,67,298,0,Q2
RHP,2019,0.0323824609102273,0.0254186549215283,0.0393462668989264,2.2857142857142856,7,187,729,0,Q2
RHP,2020,0.0319699631521831,0.0639399263043662,0.0,4.181818181818182,11,99,189,0,Q2
RHP,2021,0.0886442071604368,0.1772884143208736,0.0,3.25,8,66,86,0,Q4 (High)
RHP,2022,0.105449316239086,0.1063038209816003,0.1045948114965717,4.076923076923077,13,133,85,0,Q4 (High)
RHP,2023,0.0433084056455599,0.0282933837519392,0.0583234275391806,3.7,10,168,354,1,Q2
RHP,2024,0.079925084474998,0.0508992445044092,0.1089509244455869,4.083333333333333,12,91,117,1,Q4 (High)
RHP,2025,0.0174174780239151,0.0,0.0348349560478303,3.5,4,18,147,1,Q2
RLJ,2024,0.0,0.0,0.0,4.0,1,8,14,1,Q1 (Low)
RLJ,2025,0.0300479148017292,0.0,0.0600958296034584,2.0,4,31,137,1,Q2
RPT,2019,0.0,0.0,0.0,4.0,1,5,6,0,Q1 (Low)
RPT,2020,0.0,0.0,0.0,2.0,1,6,8,0,Q1 (Low)
RPT,2025,0.0,0.0,0.0,4.0,2,10,12,1,Q1 (Low)
SAFE,2024,0.3540905044481575,0.0,0.7081810088963151,3.0,1,6,6,1,Q4 (High)
SBAC,2014,0.0621412984678564,0.0687410944471326,0.0555415024885801,2.909090909090909,11,163,300,0,Q3
SBAC,2015,0.0190391170318241,0.0109759034357849,0.0271023306278634,3.733333333333333,14,211,147,0,Q2
SBAC,2016,0.0451485313175241,0.0639122332563605,0.0263848293786877,3.9361702127659575,46,879,498,0,Q3
SBAC,2017,0.0226231298351715,0.032315101743497,0.0129311579268461,2.875,16,215,396,0,Q2
SBAC,2018,0.0459469568169968,0.019723188673551,0.0721707249604427,3.4444444444444446,16,241,172,0,Q3
SBAC,2019,0.0171076184130968,0.013246591550952,0.0209686452752417,2.75,16,184,190,0,Q2
SBAC,2020,0.0750221528298345,0.0803872725688195,0.0696570330908495,4.636363636363637,128,1851,1016,0,Q4 (High)
SBAC,2021,0.0632540159666027,0.0690607596020715,0.057447272331134,4.422680412371134,94,1309,742,0,Q3
SBAC,2022,0.0618309759170401,0.0899939861808754,0.0336679656532049,4.346938775510204,48,543,355,0,Q3
SBAC,2023,0.0695786411271699,0.0822656626024379,0.0568916196519019,3.8620689655172415,55,714,657,1,Q4 (High)
SBAC,2024,0.053173221060307,0.0911970558621665,0.0151493862584475,3.2790697674418605,43,286,601,1,Q3
SBAC,2025,0.0278054605514323,0.0233241420610065,0.032286779041858,3.411764705882353,15,209,255,1,Q2
SILA,2017,0.0,0.0,0.0,5.0,1,5,3,0,Q1 (Low)
SILA,2018,0.2573239583278465,0.5146479166556931,0.0,4.0,1,9,5,0,Q4 (High)
SILA,2019,0.1117357719018451,0.2234715438036902,0.0,5.0,4,133,30,0,Q4 (High)
SILA,2021,0.0526344460216049,0.1052688920432099,0.0,5.0,2,22,6,0,Q3
SILA,2022,0.0632387714650146,0.0,0.1264775429300293,1.0,1,2,63,0,Q3
SILA,2023,0.0242929426969263,0.0,0.0485858853938527,1.0,2,16,82,1,Q2
SITC,2020,0.105550318240697,0.040622880756253,0.1704777557251409,3.5,6,60,51,0,Q4 (High)
SITC,2021,0.0,0.0,0.0,3.8333333333333335,6,26,31,0,Q1 (Low)
SITC,2022,0.0,0.0,0.0,3.0,6,39,27,0,Q1 (Low)
SITC,2023,0.2376644235162901,0.4753288470325802,0.0,3.0,2,10,9,1,Q4 (High)
SITC,2024,0.0,0.0,0.0,3.0,4,25,41,1,Q1 (Low)
SITC,2025,0.0,0.0,0.0,5.0,1,8,8,1,Q1 (Low)
SKT,2014,0.0609451480250162,0.1218902960500325,0.0,3.5,2,19,15,0,Q3
SKT,2015,0.0,0.0,0.0,1.0,1,10,25,0,Q1 (Low)
SKT,2016,0.0964964843729424,0.1929929687458849,0.0,4.0,3,12,16,0,Q4 (High)
SKT,2017,0.0486214115333068,0.0536616516097088,0.0435811714569048,4.25,8,134,102,0,Q3
SKT,2018,0.0952282762813304,0.0699013010342029,0.1205552515284579,3.25,8,68,118,0,Q4 (High)
SKT,2019,0.1916886623957309,0.1218902960500325,0.2614870287414293,4.333333333333333,2,38,17,0,Q4 (High)
SKT,2020,0.1727806755909666,0.1938082778470085,0.1517530733349246,4.285714285714286,7,54,28,0,Q4 (High)
SKT,2021,0.0814951556945445,0.1629903113890891,0.0,4.222222222222222,8,68,68,0,Q4 (High)
SKT,2022,0.0470802076508057,0.0551408482131099,0.0390195670885014,3.583333333333333,12,84,211,0,Q3
SKT,2023,0.0898276995924945,0.1122095888139114,0.0674458103710776,3.769230769230769,13,63,63,1,Q4 (High)
SKT,2024,0.015236287006254,0.0304725740125081,0.0,3.636363636363636,11,76,54,1,Q2
SKT,2025,0.1925887290420597,0.1006919836935051,0.2844854743906143,4.0,3,23,18,1,Q4 (High)
SLG,2015,0.0253893004726581,0.0507786009453163,0.0,3.0,4,96,56,0,Q2
SLG,2016,0.1015662156876691,0.1198170185640071,0.0833154128113311,3.8,5,59,51,0,Q4 (High)
SLG,2017,0.1205191175973751,0.2410382351947502,0.0,2.857142857142857,7,90,199,0,Q4 (High)
SLG,2018,0.0,0.0,0.0,2.833333333333333,6,40,101,0,Q1 (Low)
SLG,2019,0.0361861816398534,0.0723723632797068,0.0,4.25,4,64,31,0,Q2
SLG,2020,0.0608202587754794,0.1216405175509588,0.0,4.0,5,33,48,0,Q3
SLG,2021,0.0313047851310161,0.0,0.0626095702620323,3.727272727272727,11,76,71,0,Q2
SLG,2022,0.0143374873257363,0.0286749746514727,0.0,4.0,10,85,90,0,Q1 (Low)
SLG,2023,0.0,0.0,0.0,3.333333333333333,4,29,32,1,Q1 (Low)
SLG,2024,0.0810193392165063,0.0564857469500151,0.1055529314829976,3.375,7,41,78,1,Q4 (High)
SLG,2025,0.0370176670686103,0.0601536525961199,0.0138816815411007,3.1818181818181817,11,77,287,1,Q2
SMA,2014,0.044631280104544,0.0,0.089262560209088,2.0,3,14,102,0,Q3
SMA,2015,0.0,0.0,0.0,4.0,5,60,78,0,Q1 (Low)
SMA,2016,0.132783939168059,0.0,0.2655678783361181,3.333333333333333,3,19,16,0,Q4 (High)
SMA,2017,0.0890736778827161,0.1781473557654322,0.0,2.333333333333333,2,13,24,0,Q4 (High)
SMA,2018,0.0234355447193877,0.0,0.0468710894387755,2.5,6,35,85,0,Q2
SMA,2019,0.0362185691117811,0.0,0.0724371382235622,3.0,3,19,55,0,Q2
SMA,2020,0.0223822618106512,0.0,0.0447645236213025,2.0,4,21,89,0,Q2
SMA,2021,0.0,0.0,0.0,4.142857142857143,7,62,52,0,Q1 (Low)
SMA,2022,0.0186363423393767,0.0,0.0372726846787534,3.6,10,93,114,0,Q2
SMA,2023,0.0559730515304855,0.0565867675038785,0.0553593355570925,3.0,13,84,185,1,Q3
SMA,2024,0.0304671605671897,0.0609343211343795,0.0,3.4285714285714284,6,40,40,1,Q2
SMA,2025,0.1150036083227962,0.044536838941358,0.1854703777042343,2.111111111111111,9,52,72,1,Q4 (High)
SPG,2014,0.0428269242485555,0.030391453416754,0.0552623950803569,2.642857142857143,42,397,1358,0,Q2
SPG,2015,0.030563914790367,0.0210322498686982,0.0400955797120358,2.9565217391304346,68,678,1093,0,Q2
SPG,2016,0.0502597107776015,0.0451018200056392,0.0554176015495637,2.840909090909091,84,859,1917,0,Q3
SPG,2017,0.0433032381468059,0.0360273309797583,0.0505791453138536,3.0285714285714285,68,521,931,0,Q2
SPG,2018,0.0423076823202947,0.0313883602683178,0.0532270043722716,2.789473684210526,37,299,881,0,Q2
SPG,2019,0.0564801359611938,0.058222903105823,0.0547373688165646,2.7857142857142856,42,272,820,0,Q3
SPG,2020,0.0375119475046928,0.0238865111518492,0.0511373838575363,3.360655737704918,59,464,756,0,Q2
SPG,2021,0.0704889885646301,0.0993304861828489,0.0416474909464113,3.2755102040816326,97,600,1330,0,Q4 (High)
SPG,2022,0.0503963217232112,0.0668377023117312,0.0339549411346912,3.36046511627907,84,545,1093,0,Q3
SPG,2023,0.0467680828098587,0.0485306034540235,0.045005562165694,3.169491525423729,54,442,757,1,Q3
SPG,2024,0.076203291997976,0.125384217035366,0.027022366960586,3.3285714285714287,67,512,758,1,Q4 (High)
SPG,2025,0.0924897501325054,0.1246148757588317,0.0603646245061791,3.303030303030303,32,217,494,1,Q4 (High)
STAG,2014,0.0569148943185131,0.0,0.1138297886370263,2.0,1,6,35,0,Q3
STAG,2016,0.1286619791639232,0.2573239583278465,0.0,3.5,2,18,15,0,Q4 (High)
STAG,2017,0.0,0.0,0.0,4.0,1,11,11,0,Q1 (Low)
STAG,2021,0.0100691983693505,0.020138396738701,0.0,4.8,5,115,51,0,Q1 (Low)
STAG,2022,0.0489712018318555,0.097942403663711,0.0,4.875,8,168,44,0,Q3
STAG,2023,0.0,0.0,0.0,5.0,1,10,4,1,Q1 (Low)
STAG,2024,0.0964964843729424,0.1929929687458849,0.0,4.5,2,12,8,1,Q4 (High)
STWD,2014,0.0,0.0,0.0,3.5,2,66,37,0,Q1 (Low)
STWD,2015,0.0,0.0,0.0,4.0,2,22,12,0,Q1 (Low)
STWD,2016,0.0,0.0,0.0,3.142857142857143,7,55,58,0,Q1 (Low)
STWD,2017,0.1286619791639232,0.2573239583278465,0.0,4.5,2,9,7,0,Q4 (High)
STWD,2018,0.0413556361598324,0.0827112723196649,0.0,3.75,4,28,23,0,Q2
STWD,2019,0.0,0.0,0.0,4.0,1,4,4,0,Q1 (Low)
STWD,2020,0.0,0.0,0.0,3.75,4,36,32,0,Q1 (Low)
STWD,2021,0.0528143163369533,0.1056286326739067,0.0,4.0,6,45,24,0,Q3
STWD,2022,0.0526344460216049,0.1052688920432099,0.0,4.0,4,22,21,0,Q3
STWD,2023,0.0964964843729424,0.1929929687458849,0.0,4.5,2,12,13,1,Q4 (High)
STWD,2024,0.0358437183143409,0.0716874366286818,0.0,3.0,4,34,78,1,Q2
STWD,2025,0.1052688920432099,0.2105377840864199,0.0,4.0,2,11,11,1,Q4 (High)
SUI,2014,0.0477648925356515,0.095529785071303,0.0,3.0,7,74,129,0,Q3
SUI,2015,0.0410250361800872,0.0149413911287136,0.0671086812314607,3.5,16,155,186,0,Q2
SUI,2016,0.0427340613914402,0.0225133888384599,0.0629547339444206,3.619047619047619,21,314,272,0,Q2
SUI,2017,0.0529985809739255,0.0673352275871872,0.0386619343606637,3.795918367346939,49,644,632,0,Q3
SUI,2018,0.0479219659636924,0.0447616662093411,0.0510822657180438,3.8846153846153846,24,324,321,0,Q3
SUI,2019,0.04487151968938,0.0477214934430819,0.0420215459356781,4.136363636363637,44,743,496,0,Q3
SUI,2020,0.1046558055902014,0.0918388106230015,0.1174728005574013,4.0,27,333,208,0,Q4 (High)
SUI,2021,0.0475788816062557,0.0593683013994589,0.0357894618130524,3.511627906976744,42,355,564,0,Q3
SUI,2022,0.0552236380291805,0.1010287356274013,0.0094185404309596,3.5,33,311,423,0,Q3
SUI,2023,0.0606228956156331,0.0781574564965171,0.043088334734749,3.902439024390244,39,449,376,1,Q3
SUI,2024,0.0688402965017151,0.0891586984063248,0.0485218945971055,2.730769230769231,26,190,527,1,Q4 (High)
SUI,2025,0.0605041140136797,0.0609369250701023,0.0600713029572571,3.375,32,316,492,1,Q3
TRTX,2014,0.0,0.0,0.0,3.0,4,42,36,0,Q1 (Low)
