ticker,year,genai_productivity_index,mnir_score_pros,mnir_score_cons,genai_intensity,rating,review_count,word_count_pros,word_count_cons,post_chatgpt,index_quartile
HST,2017,-0.0171396290747864,-0.0385923532557849,0.004313095106212,0.0,2.0,1,11,37,0,Q3
HST,2019,0.0131135300660091,0.0,0.0262270601320183,0.0,1.0,1,3,14,0,Q4 (High)
HST,2020,-0.0006738266186867,-0.0302683941961443,0.0289207409587708,0.0,5.0,2,17,12,0,Q4 (High)
HST,2021,0.0013411829817938,-0.0018453278771944,0.004527693840782,0.0217391304347826,4.75,4,23,13,0,Q4 (High)
HST,2022,-0.0290669118282599,-0.0345692756567991,-0.0235645479997207,0.0,3.0,1,7,15,0,Q3
HST,2024,0.0363352170742291,0.0956529229227737,-0.0229824887743154,0.0,2.0,1,4,4,1,Q4 (High)
HST,2025,0.0492473128284926,0.059503195746211,0.0389914299107742,0.0,5.0,1,5,6,1,Q4 (High)
INN,2014,0.0169330996042461,-0.016985908163365,0.0508521073718573,0.0,5.0,1,13,4,0,Q4 (High)
INN,2016,-0.0587254669597768,-0.0075452179327756,-0.109905715986778,0.0,3.5,2,12,25,0,Q2
INN,2019,0.1043336382040388,0.2086672764080777,0.0,0.0,4.0,1,4,4,0,Q4 (High)
INN,2021,-0.0584464953935379,-0.0646065971289908,-0.0522863936580849,0.0,4.5,4,31,31,0,Q2
INN,2022,0.0137010484260966,0.0296035136023745,-0.0022014167501813,0.0,4.0,2,10,24,0,Q4 (High)
INN,2023,0.073480562533921,0.0733718433069017,0.0735892817609404,0.0384615384615384,5.0,1,13,9,1,Q4 (High)
INN,2024,-0.0538871333580263,-0.0687948429855649,-0.0389794237304878,0.0,2.5,2,21,17,1,Q2
INN,2025,-0.1458474970877949,-0.3292253510145586,0.0375303568389687,0.0,4.0,1,3,3,1,Q1 (Low)
INVH,2014,-0.0345254992014561,-0.027376057380159,-0.0416749410227533,0.0045789890150809,2.5,28,393,656,0,Q3
INVH,2015,-0.0644643735469608,-0.0672518012202812,-0.0616769458736404,0.003798810412888,2.7346938775510203,47,560,1339,0,Q2
INVH,2016,-0.086536767218442,-0.0824306676924791,-0.0906428667444048,0.002932551319648,2.6122448979591835,48,682,1441,0,Q1 (Low)
INVH,2017,-0.0336589047017744,-0.0474884234175448,-0.0198293859860039,0.0083648989898989,3.071428571428572,27,216,352,0,Q3
INVH,2018,-0.0459932151690236,-0.0435752633889293,-0.0484111669491179,0.0070390628861393,3.3870967741935485,30,299,406,0,Q2
INVH,2019,-0.034314592257661,-0.0192102537201978,-0.0494189307951241,0.0078534031413612,2.625,24,191,489,0,Q3
INVH,2020,-0.0828273985843607,-0.1057504154747188,-0.0599043816940026,0.0028901734104046,3.1904761904761907,21,220,173,0,Q1 (Low)
INVH,2021,-0.0681245776370591,-0.0779422641392719,-0.0583068911348464,0.0045082948971968,4.181818181818182,95,1811,1088,0,Q2
INVH,2022,-0.0772517754565977,-0.0807295537673785,-0.0737739971458169,0.0025641025641025,4.042553191489362,47,585,448,0,Q1 (Low)
INVH,2023,-0.0572419187625135,-0.0747374176204178,-0.0397464199046093,0.0030487804878048,3.217391304347826,45,328,737,1,Q2
INVH,2024,-0.0427978780700352,-0.0574343109542596,-0.0281614451858109,0.0040040648304252,3.313725490196078,48,436,887,1,Q3
INVH,2025,-0.0438972900772857,-0.0405760152281431,-0.0472185649264283,0.0033743212197159,3.125,40,399,576,1,Q3
IRM,2023,-0.063708163471552,-0.0757731385434352,-0.0516431883996688,0.0014326647564469,2.933333333333333,15,349,453,1,Q2
IRM,2024,-0.0657163897148523,-0.072808649259911,-0.0586241301697937,0.0031740291205043,3.215686274509804,143,1149,1776,1,Q2
IRM,2025,-0.0622624613543325,-0.0495430576765776,-0.0749818650320875,0.0034246575342465,3.117647058823529,96,876,1413,1,Q2
IVT,2014,-0.1680919284898632,-0.2205670794872139,-0.1156167774925126,0.0,3.2,5,48,123,0,Q1 (Low)
IVT,2015,-0.1406777183165107,-0.0895093125983149,-0.1918461240347065,0.0,2.1666666666666665,6,66,107,0,Q1 (Low)
IVT,2016,-0.0163763991321263,-0.0591071058918234,0.0263543076275707,0.0,4.0,1,14,15,0,Q3
IVT,2017,-0.0702205232085494,-0.0855602352408863,-0.0548808111762125,0.0,3.333333333333333,6,90,112,0,Q2
IVT,2019,-0.0568482234057484,-0.1041290823593759,-0.0095673644521209,0.0,4.5,2,27,17,0,Q2
IVT,2020,0.0289847579777715,0.0,0.057969515955543,0.0,4.0,1,4,5,0,Q4 (High)
IVT,2021,0.0470482092098764,0.0940964184197528,0.0,0.0,1.0,1,3,5,0,Q4 (High)
IVT,2022,-0.0335927465543867,-0.0658611823884572,-0.0013243107203162,0.0,4.555555555555555,9,171,71,0,Q3
IVT,2024,-0.0118288892059101,-0.0400193513055792,0.0163615728937589,0.0,5.0,3,24,16,1,Q4 (High)
IVT,2025,0.0658718805554472,0.0508707283806327,0.0808730327302617,0.0,3.0,1,3,3,1,Q4 (High)
JBGS,2014,-0.0588192283917899,-0.1131430242110509,-0.004495432572529,0.0078125,4.2,5,64,40,0,Q2
JBGS,2015,-0.0515491918820053,-0.0921343619971419,-0.0109640217668687,0.0040650406504065,4.222222222222222,9,123,94,0,Q2
JBGS,2016,-0.0925413971075292,-0.1043294517553109,-0.0807533424597476,0.0,3.7142857142857135,7,70,94,0,Q1 (Low)
JBGS,2017,-0.0831170754927372,-0.0779848265199969,-0.0882493244654774,0.0,3.7142857142857135,14,135,185,0,Q1 (Low)
JBGS,2018,-0.0609076431672212,-0.0643210474712298,-0.0574942388632126,0.0033112582781456,3.3529411764705883,17,151,217,0,Q2
JBGS,2019,-0.0361371399140503,-0.0141372383516497,-0.058137041476451,0.0038461538461538,3.7,10,130,213,0,Q3
JBGS,2020,-0.0683651306160773,-0.040598890448702,-0.0961313707834527,0.010204081632653,4.0,8,147,130,0,Q2
JBGS,2021,-0.0580907755863498,-0.0810566105430932,-0.0351249406296063,0.0036764705882352,4.075,36,408,789,0,Q2
JBGS,2022,-0.0854739766045769,-0.1259511219262951,-0.0449968312828586,0.0020408163265306,4.2,44,735,546,0,Q1 (Low)
JBGS,2023,-0.0288688655621141,-0.0420157644280899,-0.0157219666961383,0.0182291666666666,3.64,25,192,215,1,Q3
JBGS,2024,-0.025007117307207,-0.0310038806823794,-0.0190103539320346,0.0101261304140885,3.4545454545454546,22,191,220,1,Q3
JBGS,2025,-0.0090478077896954,-0.0158211548417786,-0.0022744607376122,0.0116279069767441,3.7142857142857135,7,43,59,1,Q4 (High)
KIM,2014,-0.0025228296319641,-0.0278461236449685,0.0228004643810401,0.0188679245283018,4.4,5,53,42,0,Q4 (High)
KIM,2015,-0.0567323230054068,-0.0875213623599357,-0.025943283650878,0.0074074074074074,2.2,10,135,277,0,Q2
KIM,2016,-0.0557222148468604,-0.0634422505559394,-0.0480021791377814,0.0,3.125,8,129,193,0,Q2
KIM,2017,-0.0194293691758947,-0.0208379064903156,-0.0180208318614738,0.0221047065044949,3.0,8,122,310,0,Q3
KIM,2018,0.0058522360415701,0.0003243534964564,0.0113801185866837,0.0108695652173913,3.2,5,46,34,0,Q4 (High)
KIM,2019,-0.0747164478803704,-0.0574159926701495,-0.0920169030905913,0.0,3.0,6,28,65,0,Q2
KIM,2020,-0.0746689821911223,-0.1332025710799118,-0.0161353933023329,0.0,4.0,10,82,104,0,Q2
KIM,2021,-0.0567105082410569,-0.068986403742445,-0.0444346127396689,0.0094891167476164,3.5625,16,102,109,0,Q2
KIM,2022,-0.0543086215567197,-0.0932172406005969,-0.0154000025128424,0.0,3.294117647058824,16,104,218,0,Q2
KIM,2023,-0.022486354177854,-0.0143130269286778,-0.0306596814270302,0.0056818181818181,3.857142857142857,14,88,101,1,Q3
KIM,2024,-0.0065568518075055,-0.024764148195949,0.0116504445809379,0.0059523809523809,3.583333333333333,11,84,107,1,Q4 (High)
KIM,2025,-0.0465967711693873,-0.0469977919790826,-0.0461957503596919,0.0023255813953488,3.333333333333333,8,89,215,1,Q2
KRC,2014,-0.0740847378463073,-0.1361103453586014,-0.0120591303340131,0.0,3.5,2,14,23,0,Q2
KRC,2015,-0.022834157435775,-0.0231394876809975,-0.0225288271905526,0.0,3.25,4,32,42,0,Q3
KRC,2016,-0.0309734331019969,-0.0316026683875993,-0.0303441978163945,0.0,3.0,6,97,65,0,Q3
KRC,2017,-0.0458348264810843,-0.0818282237380648,-0.0098414292241038,0.0,3.75,4,31,36,0,Q2
KRC,2018,-0.0159411771401247,-0.0819257265586265,0.050043372278377,0.0,3.5,2,18,7,0,Q3
KRC,2019,-0.0351219438113476,-0.0470826610041909,-0.0231612266185044,0.0,3.0,6,65,186,0,Q3
KRC,2020,0.0010553731923855,0.0011044842702193,0.0010062621145518,0.0188679245283018,3.875,8,53,116,0,Q4 (High)
KRC,2021,-0.0326820232109797,-0.0371945111332506,-0.0281695352887089,0.0,3.4,9,79,241,0,Q3
KRC,2022,-0.017070252971683,0.0466704043664566,-0.0808109103098228,0.0,3.875,8,58,127,0,Q3
KRC,2023,-0.0663080485191407,-0.0955672945468674,-0.0370488024914139,0.0,3.1666666666666665,6,59,65,1,Q2
KRC,2024,-0.0567572768065657,-0.0768072375999216,-0.0367073160132099,0.0018587360594795,3.75,12,269,259,1,Q2
KRC,2025,-0.0602685028374942,-0.0987930130831801,-0.0217439925918082,0.0,4.0,7,135,135,1,Q2
KRG,2015,-0.011319417428986,-0.0507866024871986,0.0281477676292265,0.0,4.0,1,5,4,0,Q4 (High)
KRG,2016,-0.0096324379737262,-0.0141418795864996,-0.0051229963609527,0.0,1.5,2,19,37,0,Q4 (High)
KRG,2017,-0.0623445001778192,-0.0491368350257024,-0.0755521653299361,0.0,2.75,4,47,16,0,Q2
KRG,2018,-0.0231785786177028,-0.1105191522810093,0.0641619950456035,0.0,3.0,1,4,3,0,Q3
KRG,2019,-0.0494602122496691,-0.0249507072756273,-0.0739697172237108,0.0,2.333333333333333,3,40,40,0,Q2
KRG,2020,-0.045651528841244,-0.0555055740507809,-0.0357974836317071,0.0,2.25,4,27,199,0,Q2
KRG,2021,-0.0463255209587481,-0.0557472397878793,-0.0369038021296169,0.0,3.4,5,35,92,0,Q2
KRG,2022,-0.0434295605528827,-0.0502792741209712,-0.0365798469847941,0.0046296296296296,4.142857142857143,7,108,75,0,Q3
KRG,2023,-0.0516853369472592,-0.1094372723045078,0.0060665984099893,0.0,3.25,4,17,22,1,Q2
KRG,2024,-0.0265886695906783,-0.0148047332092656,-0.038372605972091,0.0,3.5,6,90,208,1,Q3
KRG,2025,-0.1192494115827647,-0.2214934743781165,-0.0170053487874129,0.0,4.333333333333333,3,24,29,1,Q1 (Low)
LADR,2017,0.1842857700611966,0.2229782508693512,0.145593289253042,0.1,2.0,1,5,10,0,Q4 (High)
LADR,2018,0.0421362273510738,-0.0001982292936019,0.0844706839957497,0.0,5.0,1,6,5,0,Q4 (High)
LADR,2024,0.0959409314551036,0.0705723138148146,0.1213095490953926,0.0,5.0,1,4,2,1,Q4 (High)
LAMR,2014,-0.0599987211810211,-0.0540697239352566,-0.0659277184267855,0.0018587360594795,3.3125,15,181,269,0,Q2
LAMR,2015,-0.0594102056519422,-0.0567216261402423,-0.0620987851636422,0.002566915313734,3.1714285714285717,34,516,795,0,Q2
LAMR,2016,-0.0613163544197413,-0.0752077569969122,-0.0474249518425703,0.0,3.6666666666666665,20,202,220,0,Q2
LAMR,2017,-0.0707024125718027,-0.0787520066710559,-0.0626528184725495,0.0016556291390728,3.5588235294117645,32,302,332,0,Q2
LAMR,2018,-0.0605245494756763,-0.0626191124360961,-0.0584299865152566,0.0040650406504065,3.5357142857142856,26,246,308,0,Q2
LAMR,2019,-0.0515755343102988,-0.0279426928106003,-0.0752083758099973,0.0072489998094875,3.5789473684210527,19,181,290,0,Q2
LAMR,2020,-0.0198533151978741,-0.0439784152246901,0.0042717848289418,0.0,3.954545454545455,21,127,156,0,Q3
LAMR,2021,-0.042464793500846,-0.0591871078835325,-0.0257424791181596,0.0045830218244011,3.625,54,377,518,0,Q3
LAMR,2022,-0.0462886371684867,-0.0535093066376367,-0.0390679676993367,0.0053505839626924,3.7,46,410,591,0,Q2
LAMR,2023,-0.0761494796080682,-0.0685809165343203,-0.0837180426818162,0.0015255070133118,4.338235294117647,65,820,546,1,Q2
LAMR,2024,-0.0701048297328216,-0.0762226111472909,-0.0639870483183523,0.0025842997345721,4.418367346938775,98,1022,797,1,Q2
LAMR,2025,-0.0497730065221922,-0.0525722485023848,-0.0469737645419996,0.0016835016835016,4.081081081081081,36,297,221,1,Q2
LINE,2014,-0.0974685108060693,-0.1181114731370025,-0.076825548475136,0.0,2.8461538461538463,13,107,236,0,Q1 (Low)
LINE,2015,-0.0594942389506656,-0.041379509337149,-0.0776089685641823,0.0018382352941176,2.586206896551724,29,272,442,0,Q2
LINE,2016,-0.0537275473021634,-0.0463778592604698,-0.0610772353438569,0.0085227272727272,2.5,22,176,279,0,Q2
LINE,2017,-0.0846582994508617,-0.0682428993966382,-0.1010736995050852,0.0,3.064516129032258,31,277,600,0,Q1 (Low)
LINE,2018,-0.0500630669017536,-0.0675120495423932,-0.032614084261114,0.0091324200913242,3.4545454545454546,21,219,218,0,Q2
LINE,2019,-0.0778263967956719,-0.0811646590885003,-0.0744881345028434,0.0058823529411764,3.12,24,170,170,0,Q1 (Low)
LINE,2020,-0.0513793255803054,-0.0344211108862084,-0.0683375402744025,0.0038151828040781,3.452830188679245,52,348,531,0,Q2
LINE,2021,-0.0674148063615894,-0.0811017920407029,-0.0537278206824758,0.0014690783992259,3.324561403508772,113,725,1283,0,Q2
LINE,2022,-0.0499430691386443,-0.0463877696546076,-0.0534983686226811,0.0033224028436806,3.418181818181818,158,1009,1432,0,Q2
LINE,2023,-0.0434756362552213,-0.0475055597175733,-0.0394457127928692,0.002735961682124,3.195804195804196,135,919,1359,1,Q3
LINE,2024,-0.040653013176301,-0.0269543780663586,-0.0543516482862434,0.0036561569271849,3.368794326241135,132,910,1391,1,Q3
LINE,2025,-0.021661070390853,-0.0230343175046522,-0.0202878232770539,0.0076754385964912,3.3625,79,456,619,1,Q3
LXP,2015,-0.0036690284116247,0.0283232241090187,-0.0356612809322682,0.0,4.0,1,10,8,0,Q4 (High)
LXP,2017,0.017018673205676,0.0340373464113521,0.0,0.0,5.0,1,8,3,0,Q4 (High)
LXP,2019,0.0,0.0,0.0,0.0,5.0,1,7,2,0,Q4 (High)
LXP,2021,0.2068298923394168,0.1666405565418691,0.2470192281369645,0.125,3.0,1,4,3,0,Q4 (High)
LXP,2022,-0.0253933012435993,-0.0507866024871986,0.0,0.0,5.0,1,5,3,0,Q3
MAA,2014,-0.14189339887516,-0.166720141094892,-0.117066656655428,0.0,3.0434782608695654,23,308,584,0,Q1 (Low)
MAA,2015,-0.1414831873530164,-0.1520960041939723,-0.1308703705120605,0.0022883295194508,3.3421052631578947,37,437,613,0,Q1 (Low)
MAA,2016,-0.1351786496601296,-0.1237653948320629,-0.1465919044881963,0.0016995638230577,3.581818181818182,53,747,1456,0,Q1 (Low)
MAA,2017,-0.1276754473180492,-0.1551436724098772,-0.1002072222262212,0.0021551724137931,3.0,52,696,814,0,Q1 (Low)
MAA,2018,-0.1762279744820469,-0.1978709714598447,-0.1545849775042491,0.0029167253769198,3.4038461538461537,51,453,705,0,Q1 (Low)
MAA,2019,-0.1887317865278783,-0.2035547597463289,-0.1739088133094278,0.0028490028490028,3.96875,32,351,337,0,Q1 (Low)
MAA,2020,-0.1260830991624313,-0.1228302624665754,-0.1293359358582872,0.0043731778425655,3.6666666666666665,50,343,899,0,Q1 (Low)
MAA,2021,-0.1307861844293268,-0.1340544615509737,-0.1275179073076799,0.0037488957321607,3.7708333333333335,91,764,1049,0,Q1 (Low)
MAA,2022,-0.1147873017986859,-0.1187768561583631,-0.1107977474390087,0.004411436229618,3.7155172413793114,104,888,1452,0,Q1 (Low)
MAA,2023,-0.1187784650224198,-0.1571261265990884,-0.0804308034457512,0.003793626707132,3.51948051948052,67,659,698,1,Q1 (Low)
MAA,2024,-0.116867151659239,-0.113478303815405,-0.1202559995030729,0.0036154100592205,3.604395604395605,82,754,1668,1,Q1 (Low)
MAA,2025,-0.1322170849424397,-0.1445212605390242,-0.1199129093458551,0.0,3.651162790697674,40,534,482,1,Q1 (Low)
MAC,2014,-0.0809770947798427,-0.0743763191550171,-0.0875778704046683,0.0,3.2222222222222223,9,130,292,0,Q1 (Low)
MAC,2015,-0.0609922558610064,-0.0613005147986984,-0.0606839969233144,0.0,3.375,16,197,326,0,Q2
MAC,2016,-0.0567579712105255,-0.0632693373673659,-0.050246605053685,0.0028841588858996,3.095238095238096,21,284,445,0,Q2
MAC,2017,-0.0441996801201486,-0.0663685588921047,-0.0220308013481924,0.0044642857142857,3.4444444444444446,9,112,154,0,Q3
MAC,2018,-0.0319293658530742,-0.0398502198720678,-0.0240085118340806,0.0034482758620689,3.1052631578947367,19,145,329,0,Q3
MAC,2019,-0.0592060499135195,-0.0553218091690022,-0.0630902906580368,0.0037593984962406,3.4545454545454546,11,96,133,0,Q2
MAC,2020,-0.0205995134683597,-0.0408612398697076,-0.0003377870670118,0.0068493150684931,4.333333333333333,15,146,119,0,Q3
MAC,2021,-0.0164437865877957,-0.047043467832073,0.0141558946564814,0.0048780487804878,4.064516129032258,30,205,189,0,Q3
MAC,2022,-0.0115075986820747,-0.0129350946063372,-0.0100801027578122,0.0084033613445378,2.8,18,119,321,0,Q4 (High)
MAC,2023,0.0085276008408277,-0.0237881018569631,0.0408433035386187,0.009090909090909,4.142857142857143,7,53,55,1,Q4 (High)
MAC,2024,-0.0376965840263556,-0.0627890483712995,-0.0126041196814116,0.0033112582781456,3.6,15,151,139,1,Q3
MAC,2025,-0.0493564875132138,-0.0342331392822599,-0.0644798357441676,0.0,3.333333333333333,6,46,70,1,Q2
MFA,2020,0.1106525709054097,-0.0213139563799657,0.2426190981907852,0.0,4.0,1,4,1,0,Q4 (High)
MFA,2021,0.0426623381176053,0.0920633083955086,-0.0067386321602979,0.0,3.0,1,6,4,0,Q4 (High)
MFA,2022,0.0114557059924744,-0.0282273651496737,0.0511387771346225,0.0,4.0,2,15,9,0,Q4 (High)
MFA,2023,0.0067573867857553,-0.1253228078027369,0.1388375813742475,0.0,3.0,1,6,5,1,Q4 (High)
MFA,2024,-0.0190324476541694,-0.0380648953083388,0.0,0.0,5.0,1,39,6,1,Q3
MPW,2022,-0.002175929314803,-0.004351858629606,0.0,0.0,5.0,1,3,2,0,Q4 (High)
MPW,2023,-0.0133529164285932,-0.0337354373832261,0.0070296045260396,0.0,2.0,1,5,3,1,Q3
MPW,2024,-0.0637285061960913,-0.1127188399643341,-0.0147381724278484,0.0,1.0,3,14,58,1,Q2
MPW,2025,-0.0460732202462286,-0.0401811750602615,-0.0519652654321956,0.0,2.333333333333333,3,27,51,1,Q2
NHI,2021,0.0535164323467315,0.0261598319632012,0.0808730327302617,0.0,5.0,1,5,3,0,Q4 (High)
NNN,2014,-0.0085933564538309,0.0099715827831187,-0.0271582956907807,0.0,2.5,2,28,39,0,Q4 (High)
NNN,2015,0.0144143288026639,-0.0567142438113682,0.0855429014166961,0.0555555555555555,3.0,1,9,32,0,Q4 (High)
NNN,2021,-0.0380117152571495,-0.0371412949307151,-0.0388821355835839,0.0,3.5,2,9,9,0,Q3
NNN,2022,-0.0188417738565728,-0.0164408320250241,-0.0212427156881216,0.0,3.0,1,12,8,0,Q3
NNN,2023,-0.156603244881986,-0.1847732639406329,-0.128433225823339,0.0,3.0,1,5,5,1,Q1 (Low)
NNN,2025,0.1118909253831216,0.0227224136686256,0.2010594370976176,0.0,5.0,1,5,2,1,Q4 (High)
NREF,2021,-0.0841914977243727,-0.1216547191668157,-0.0467282762819297,0.0,3.8,5,91,140,0,Q1 (Low)
NREF,2022,-0.044028485323198,-0.0749785141361738,-0.0130784565102221,0.0,4.25,8,196,65,0,Q3
NREF,2023,-0.0185985544633694,0.0132633623939601,-0.0504604713206989,0.0,5.0,1,10,5,1,Q3
NREF,2024,0.006939836198999,-0.0065915458096023,0.0204712182076004,0.0,4.5,2,11,17,1,Q4 (High)
NREF,2025,0.1164129997180588,0.1147047452516251,0.1181212541844926,0.0625,4.0,1,8,7,1,Q4 (High)
NSA,2020,-0.0645757244611903,-0.1088937138213462,-0.0202577351010344,0.0,4.5,2,11,9,0,Q2
NSA,2021,-0.1919042876400097,-0.2316442239672038,-0.1521643513128156,0.0,2.2,5,29,98,0,Q1 (Low)
NSA,2022,-0.0922371698876295,-0.1339868988411912,-0.0504874409340677,0.0,3.230769230769231,13,106,139,0,Q1 (Low)
NSA,2023,-0.0869196890374181,-0.0945187028592503,-0.079320675215586,0.0067176870748299,4.35,39,588,360,1,Q1 (Low)
NSA,2024,-0.1145364116099563,-0.133841563076201,-0.0952312601437116,0.0018518518518518,3.612903225806452,31,270,382,1,Q1 (Low)
NSA,2025,-0.0609357106152366,-0.0507717221771838,-0.0710996990532894,0.0019305019305019,2.333333333333333,9,61,259,1,Q2
NTST,2022,-0.0483195415655483,-0.09750893881049,0.0008698556793932,0.0051546391752577,5.0,3,97,24,0,Q2
NTST,2023,0.0367601372234743,0.0294906524363361,0.0440296220106124,0.0416666666666666,3.0,2,12,38,1,Q4 (High)
NTST,2024,0.0386356513784466,-0.02634271117607,0.1036140139329633,0.0208333333333333,5.0,2,24,8,1,Q4 (High)
O,2015,0.0023600282148373,-0.0468686483672604,0.0515887047969351,0.0,5.0,2,29,13,0,Q4 (High)
O,2016,-0.0033401690217316,-0.0158638171416135,0.0091834790981503,0.027027027027027,3.5,2,37,33,0,Q4 (High)
O,2017,-0.0707249184380695,-0.1091949908753203,-0.0322548460008188,0.0,5.0,4,127,39,0,Q2
O,2018,-0.0070843053719884,0.0492583574348489,-0.0634269681788258,0.0,5.0,1,4,3,0,Q4 (High)
O,2019,-0.0099513381262055,0.0,-0.0199026762524111,0.0131578947368421,2.0,1,4,38,0,Q4 (High)
O,2020,-0.0224738530719171,-0.0442976221728497,-0.0006500839709846,0.0,5.0,3,21,26,0,Q3
O,2021,-0.0204642029073859,-0.0242879772668293,-0.0166404285479425,0.0056818181818181,3.875,8,88,44,0,Q3
O,2022,-0.0248603176042582,-0.0303972887816801,-0.0193233464268363,0.0081967213114754,3.7,20,183,479,0,Q3
O,2023,-0.0399629427839393,-0.026548470206939,-0.0533774153609396,0.0028089887640449,3.857142857142857,7,43,178,1,Q3
O,2024,-0.0233751971947725,-0.0328839079545399,-0.013866486435005,0.0,3.9,10,93,82,1,Q3
O,2025,-0.0656823267547458,-0.0942019081423993,-0.0371627453670923,0.0,3.571428571428572,7,39,71,1,Q2
OHI,2014,0.0536124105886962,0.069467951441866,0.0377568697355264,0.0,3.8333333333333335,5,48,62,0,Q4 (High)
OHI,2015,0.1115838160246151,0.1336041931262539,0.0895634389229764,0.0139860139860139,3.125,16,143,152,0,Q4 (High)
OHI,2016,0.0877557086615385,0.1081226473921918,0.0673887699308852,0.0040371970087674,3.2916666666666665,24,224,277,0,Q4 (High)
OHI,2017,0.112876252561205,0.1358422850387962,0.0899102200836139,0.0179807928152299,3.051282051282051,39,302,351,0,Q4 (High)
OHI,2018,0.1470198482387428,0.1585442396470959,0.1354954568303897,0.0076707846252341,3.323529411764706,33,181,233,0,Q4 (High)
OHI,2019,0.1043492049079152,0.110060233478828,0.0986381763370024,0.0158675488685458,3.4204545454545454,86,561,590,0,Q4 (High)
OHI,2020,0.1111783449954219,0.1277677038394435,0.0945889861514004,0.0177331113225499,3.308333333333333,117,680,1051,0,Q4 (High)
OHI,2021,0.1205329041619994,0.1238835073602768,0.117182300963722,0.0168363710644185,3.7375886524822697,272,1712,1567,0,Q4 (High)
OHI,2022,0.1042762721393705,0.1218547942018739,0.0866977500768671,0.0118475460789801,3.753012048192771,312,1929,2081,0,Q4 (High)
OHI,2023,0.0869584966142753,0.0855457189511597,0.0883712742773909,0.0067370401876627,3.757575757575758,274,2010,1930,1,Q4 (High)
OHI,2024,0.0829441191463599,0.0941657347482972,0.0717225035444226,0.0082188033968801,3.906698564593301,390,3088,2626,1,Q4 (High)
OHI,2025,0.077608137949573,0.0852043974274176,0.0700118784717284,0.0100672564404112,3.8484848484848486,257,1932,2477,1,Q4 (High)
OUT,2014,-0.0312746399652181,-0.0406361548654087,-0.0219131250650274,0.0071909717788277,2.6,13,191,328,0,Q3
OUT,2015,-0.0159800627535361,-0.0112983117058834,-0.0206618138011888,0.0102211097204839,3.272727272727273,10,102,94,0,Q3
OUT,2016,-0.0817350718902781,-0.0971144954551378,-0.0663556483254184,0.0039370078740157,2.8260869565217392,23,254,456,0,Q1 (Low)
OUT,2017,-0.0582392617465496,-0.0710670538765194,-0.0454114696165797,0.0024630541871921,2.870967741935484,31,406,490,0,Q2
OUT,2018,-0.0931708546370042,-0.0946720472941153,-0.091669661979893,0.0,2.333333333333333,15,180,245,0,Q1 (Low)
OUT,2019,-0.0388516758381269,-0.0448541280395521,-0.0328492236367017,0.0036496350364963,2.769230769230769,13,137,142,0,Q3
OUT,2020,-0.0397454505871895,-0.046219045951551,-0.0332718552228281,0.008507716812215,3.5454545454545454,22,289,315,0,Q3
OUT,2021,-0.0535283452448635,-0.0537715810106193,-0.0532851094791078,0.0013020833333333,3.3902439024390243,39,384,525,0,Q2
OUT,2022,-0.0264650544681784,-0.0565709641885387,0.0036408552521819,0.0048032726604155,4.0,30,196,222,0,Q3
OUT,2023,-0.0291383953826462,-0.0308702097157926,-0.0274065810494998,0.0053787878787878,3.7954545454545454,41,330,600,1,Q3
OUT,2024,-0.0246511859419326,-0.02855629080186,-0.0207460810820051,0.0049648439475947,3.7142857142857135,42,373,530,1,Q3
OUT,2025,-0.0300128759221835,-0.0359543175091325,-0.0240714343352345,0.00546875,3.3870967741935485,31,240,384,1,Q3
PDM,2015,-0.0576947515154594,-0.0862894005147258,-0.029100102516193,0.0,4.0,1,10,9,0,Q2
PDM,2016,-0.0254200128014269,-0.0739621840955435,0.0231221584926896,0.0,4.0,1,6,10,0,Q3
PDM,2017,-0.045758366964765,-0.0312169394943078,-0.0602997944352222,0.0,3.6666666666666665,2,19,22,0,Q2
PDM,2018,0.0719534121994484,0.0445030947023587,0.099403729696538,0.0,5.0,1,17,7,0,Q4 (High)
PDM,2019,-0.1853184530516861,-0.235281380813959,-0.1353555252894132,0.0,2.0,1,17,26,0,Q1 (Low)
PDM,2020,-0.0813991422784593,-0.0751847011596543,-0.0876135833972643,0.0,2.6666666666666665,3,30,42,0,Q1 (Low)
PDM,2021,-0.1094951745107646,0.0148513435572532,-0.2338416925787825,0.0,5.0,2,25,17,0,Q1 (Low)
PDM,2022,-0.1568171901172217,0.0,-0.3136343802344435,0.0,4.0,1,7,10,0,Q1 (Low)
PDM,2024,-0.0442419664679451,0.0044156705587152,-0.0928996034946055,0.0,4.5,2,17,9,1,Q3
PEB,2015,-0.1021575230885958,-0.0654132380020999,-0.1389018081750916,0.0,2.6666666666666665,3,20,55,0,Q1 (Low)
PEB,2016,0.0113681372732869,-0.0473244466431539,0.0700607211897278,0.0,4.0,1,10,5,0,Q4 (High)
PEB,2020,-0.1394263872405901,-0.2116608847171557,-0.0671918897640244,0.0,3.0,1,6,5,0,Q1 (Low)
PEB,2021,0.0374376057803237,0.0,0.0748752115606474,0.0,3.0,1,3,3,0,Q4 (High)
PEB,2022,-0.0366042215572452,-0.0399939788007387,-0.0332144643137518,0.0,5.0,1,22,11,0,Q3
PEB,2023,0.0393721106366917,0.1503362217503083,-0.0715920004769247,0.0,4.0,1,5,4,1,Q4 (High)
PEB,2024,0.0501724963197238,0.1071008958243767,-0.006755903184929,0.0,2.0,1,5,3,1,Q4 (High)
